Gid	Name	CPM-N1	CPM-N2	CPM-N3	CPM-P1	CPM-P2	CPM-P3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000227288.3	AL138799.1	3.0463	0.4423	1.3382	1.1574	1.5139	1.9913	155.5276	0.3869	0.5503	0.7031	0.482	0.7094	NC
ENSG00000137941.17	TTLL7	1.9073	0.2949	3.0911	1.7299	0.4698	2.0169	161.2844	0.3106	0.7867	0.3948	0.693	0.8494	NC
ENSG00000142875.19	PRKACB	60.7361	46.5213	72.4529	14.0487	41.7411	40.4988	4481.9212	-0.7356	0.3148	-2.3366	0.0195	0.116	NC
ENSG00000117133.11	RPF1	35.046	19.9944	34.6997	12.1956	21.7692	31.4783	2533.1386	-0.2269	0.2225	-1.0195	0.3079	0.5632	NC
ENSG00000174021.11	GNG5	15.3761	2.0414	6.6723	11.4569	15.3704	22.4322	1250.6148	1.4591	0.5423	2.6903	0.0071	0.0609	NC
ENSG00000285851.1	AL359762.3	2.0339	1.0547	2.356	0.9173	0.6041	1.0042	133.8706	-0.6384	0.4909	-1.3004	0.1935	0.4394	NC
ENSG00000122432.17	SPATA1	2.2689	1.0661	2.4126	1.6006	1.3722	2.2211	188.5435	0.2681	0.4172	0.6427	0.5204	0.7364	NC
ENSG00000117151.13	CTBS	21.7489	6.1696	12.9676	11.0505	11.0897	15.5477	1334.9803	0.3234	0.4303	0.7515	0.4523	0.6871	NC
ENSG00000284882.1	AL359762.1	3.3446	0.1701	1.7529	0.6218	1.1932	1.4212	128.6613	-0.2682	0.7194	-0.3728	0.7093	0.8585	NC
ENSG00000117155.16	SSX2IP	15.8462	8.4832	20.997	8.4587	8.3005	15.3009	1283.7603	-0.1465	0.3661	-0.4002	0.689	0.8466	NC
ENSG00000153898.13	MCOLN2	28.0766	7.0655	25.1813	5.6699	16.9813	9.7439	1449.7825	-0.524	0.4691	-1.1169	0.264	0.519	NC
ENSG00000055732.13	MCOLN3	2.5672	0.3856	2.0733	0.2401	2.6028	0.0681	121.7428	-0.3987	1.0363	-0.3847	0.7005	0.8535	NC
ENSG00000097096.9	SYDE2	4.4565	5.0014	4.222	0.8126	2.6475	1.6935	320.2615	-1.2927	0.4702	-2.749	0.006	0.0546	NC
ENSG00000162642.14	C1orf52	35.4166	13.2351	25.9353	14.2457	23.395	26.3638	2294.4267	0.1149	0.306	0.3756	0.7072	0.857	NC
ENSG00000142867.14	BCL10	53.7125	20.2553	35.9249	16.6897	24.3645	32.3973	2995.8216	-0.255	0.3138	-0.8129	0.4163	0.6608	NC
ENSG00000117174.11	ZNHIT6	17.7173	15.7188	23.7866	6.0763	12.447	12.3564	1466.0152	-0.672	0.3111	-2.1599	0.0308	0.154	NC
ENSG00000171502.15	COL24A1	0.9672	0.2495	1.1497	1.0774	0.7234	2.553	113.1459	1.2569	0.5689	2.2094	0.0271	0.142	NC
ENSG00000122417.15	ODF2L	56.6232	33.9894	57.6758	11.5615	33.0379	26.9425	3544.9481	-0.8262	0.3074	-2.6877	0.0072	0.0612	NC
ENSG00000097033.14	SH3GLB1	148.5183	45.115	115.5401	96.3952	98.5692	155.0596	11228.7605	0.597	0.3957	1.5086	0.1314	0.353	NC
ENSG00000183291.17	SELENOF	86.0828	48.2905	83.9315	57.6352	84.9215	117.4371	8123.0626	0.5331	0.2444	2.1812	0.0292	0.1488	NC
ENSG00000153936.17	HS2ST1	13.5863	9.5719	16.2661	7.2952	14.1399	21.8195	1364.1724	0.3154	0.2639	1.1949	0.2321	0.4842	NC
ENSG00000143013.13	LMO4	21.8032	10.7514	28.951	17.884	23.4248	37.8862	2367.5397	0.6858	0.3208	2.1379	0.0325	0.1586	NC
ENSG00000065243.20	PKN2	154.638	35.1575	87.0603	48.5485	66.5307	100.2981	7926.6816	0.0117	0.4195	0.0279	0.9778	0.9917	NC
ENSG00000241975.1	ELOCP19	5.2429	0.9527	2.2995	1.6253	2.1851	3.5572	254.9161	0.1666	0.498	0.3345	0.738	0.8749	NC
ENSG00000137947.12	GTF2B	24.1986	13.065	20.6577	14.929	22.0526	33.8015	2172.3247	0.5457	0.2541	2.1472	0.0318	0.1564	NC
ENSG00000137944.18	KYAT3	20.5105	10.9215	19.131	10.2133	17.2349	25.8957	1720.6884	0.3169	0.2326	1.3623	0.1731	0.4126	NC
ENSG00000213516.10	RBMXL1	26.1873	13.2351	22.3541	13.2853	19.7258	20.3387	1956.8504	0.1279	0.3011	0.4249	0.6709	0.836	NC
ENSG00000117226.12	GBP3	22.0201	12.7701	23.3154	8.2679	19.7332	15.7008	1684.6149	-0.1389	0.3016	-0.4605	0.6452	0.8204	NC
ENSG00000117228.10	GBP1	42.4855	20.6862	27.952	25.0069	118.0489	18.1177	4418.2224	1.1237	0.6698	1.6775	0.0934	0.2925	NC
ENSG00000234518.2	PTGES3P1	6.6621	3.2209	4.4859	1.5699	5.4442	2.2466	390.0958	-0.3532	0.4839	-0.73	0.4654	0.6968	NC
ENSG00000162645.13	GBP2	239.9163	71.6419	150.2022	78.4435	246.2627	88.8948	14534.7185	0.2204	0.5225	0.4218	0.6732	0.8377	NC
ENSG00000162654.9	GBP4	48.3159	31.2562	52.6433	17.804	125.3351	19.2495	4967.5467	0.5324	0.6889	0.7728	0.4396	0.6772	NC
ENSG00000154451.14	GBP5	242.3841	66.6972	152.2378	35.2509	296.1999	51.0511	13454.3624	0.0294	0.7141	0.0412	0.9672	0.9869	NC
ENSG00000225492.6	GBP1P1	1.1028	0.0454	1.3382	0.5787	3.1397	0.3234	108.5631	1.2025	0.9927	1.2113	0.2258	0.4767	NC
ENSG00000197147.13	LRRC8B	13.9208	8.177	15.5875	9.2529	10.1202	14.569	1227.5062	0.198	0.3301	0.5999	0.5486	0.7548	NC
ENSG00000231999.7	LRRC8C-DT	12.0134	6.8387	9.0283	2.8996	8.9344	7.8121	775.6766	-0.3174	0.3359	-0.9451	0.3446	0.5982	NC
ENSG00000171488.15	LRRC8C	57.2107	40.1136	58.5428	25.9672	62.0262	61.3141	5101.5262	0.1415	0.2721	0.5202	0.603	0.7923	NC
ENSG00000171492.14	LRRC8D	30.698	16.2859	30.7039	28.3805	30.9721	77.7127	3613.9362	1.0582	0.3482	3.0391	0.0024	0.0298	NC
ENSG00000162664.17	ZNF326	38.4267	25.2794	47.5354	21.7256	33.8731	41.9114	3510.3401	0.0927	0.2635	0.3517	0.725	0.8686	NC
ENSG00000122482.21	ZNF644	29.1884	19.1212	37.9982	12.0048	20.3149	28.1338	2406.2108	-0.2648	0.2548	-1.0391	0.2988	0.5543	NC
ENSG00000097046.13	CDC7	12.818	7.9048	12.2514	5.2082	13.8565	11.3182	1055.1995	0.1108	0.3069	0.3611	0.718	0.8634	NC
ENSG00000069702.11	TGFBR3	134.0461	51.9991	173.2913	8.6804	36.364	23.2577	6389.8594	-2.1205	0.4498	-4.7144	0	2e-4	Down
ENSG00000189195.13	BTBD8	3.9683	3.0848	3.8639	1.8346	2.9458	3.004	320.0495	-0.2278	0.3308	-0.6886	0.4911	0.7156	NC
ENSG00000174842.17	GLMN	9.0214	6.0108	9.6126	3.189	7.6069	7.9057	713.634	-0.1891	0.2669	-0.7085	0.4786	0.7069	NC
ENSG00000122484.9	RPAP2	29.3873	19.5861	30.7227	10.5211	21.3516	28.4742	2298.8674	-0.2054	0.236	-0.8705	0.384	0.6337	NC
ENSG00000162676.12	GFI1	31.4031	10.7627	32.551	3.6568	16.1833	13.6499	1647.3557	-0.9255	0.4339	-2.1327	0.0329	0.1597	NC
ENSG00000067208.14	EVI5	12.0767	1.9167	14.532	10.9951	12.4097	27.1297	1304.4854	1.2262	0.5587	2.1947	0.0282	0.1456	NC
ENSG00000122406.14	RPL5	632.6989	729.1328	619.3742	213.925	571.3614	740.6623	59136.4785	-0.3365	0.4094	-0.8218	0.4112	0.6567	NC
ENSG00000154511.12	DIPK1A	6.0926	5.5912	5.843	2.3579	5.1309	9.0035	562.743	-0.019	0.3707	-0.0511	0.9592	0.9837	NC
ENSG00000207523.1	SNORA66	1.1209	0.9073	1.1874	0.3324	1.3648	1.251	100.8187	-0.0148	0.4344	-0.034	0.9729	0.9891	NC
ENSG00000143033.18	MTF2	24.1444	21.378	32.3437	9.9978	18.5474	26.083	2198.0043	-0.3335	0.293	-1.138	0.2551	0.5091	NC
ENSG00000117500.13	TMED5	81.102	34.0914	85.5713	50.5739	62.8838	90.9967	6812.4262	0.3876	0.3199	1.2119	0.2256	0.4764	NC
ENSG00000122483.17	CCDC18	9.3106	12.0103	13.2127	3.4352	6.7493	12.2288	951.6806	-0.5684	0.4115	-1.3813	0.1672	0.4042	NC
ENSG00000223745.8	CCDC18-AS1	87.4296	61.6844	59.6737	23.0676	67.5002	78.5042	6225.9894	-0.1976	0.3607	-0.548	0.5837	0.7793	NC
ENSG00000117505.13	DR1	77.7393	44.5933	89.2279	35.4787	60.1319	75.2534	6324.5043	-0.0308	0.2375	-0.1298	0.8967	0.9572	NC
ENSG00000137942.16	FNBP1L	2.6666	0.2949	2.8838	5.0666	1.4393	6.2974	346.9333	1.7583	0.7703	2.2828	0.0224	0.1263	NC
ENSG00000067334.14	DNTTIP2	77.7665	40.0455	71.7744	39.0124	54.7474	74.2662	6000.8462	0.1314	0.2618	0.5018	0.6158	0.8013	NC
ENSG00000023909.10	GCLM	8.696	8.0182	14.4378	5.4914	6.5479	7.676	871.0382	-0.3309	0.3873	-0.8543	0.393	0.6416	NC
ENSG00000137962.13	ARHGAP29	0.6328	0.068	1.3948	7.4183	0.7756	22.3131	568.549	4.2706	0.9887	4.3196	0	7e-4	Up
ENSG00000117528.14	ABCD3	20.836	10.241	19.7153	9.5546	16.0715	24.6533	1660.1049	0.2352	0.2421	0.9715	0.3313	0.5871	NC
ENSG00000172339.10	ALG14	1.5277	0.8279	1.6398	1.7545	2.9384	5.2762	234.605	1.5355	0.3055	5.0265	0	0	Up
ENSG00000152078.10	TLCD4	0.2983	1.9053	0.5654	2.2655	1.8644	0.3915	163.7071	0.9895	0.9963	0.9932	0.3206	0.5764	NC
ENSG00000122481.17	RWDD3	3.0825	1.9393	3.0723	1.1328	2.3194	2.6126	233.9246	-0.1862	0.2694	-0.6912	0.4895	0.7145	NC
ENSG00000228502.1	EEF1A1P11	179.3067	178.1579	184.8642	43.6912	119.6971	201.3451	14864.217	-0.5461	0.3999	-1.3656	0.1721	0.4111	NC
ENSG00000137970.7	RPL7P9	259.0528	147.9451	107.4542	110.4192	253.7577	330.9855	20274.0448	0.5733	0.4188	1.3689	0.171	0.4095	NC
ENSG00000117569.18	PTBP2	29.6946	16.8302	30.5908	30.0981	26.4005	65.1351	3425.3044	0.9459	0.3736	2.5317	0.0114	0.0823	NC
ENSG00000188641.13	DPYD	80.6681	17.5107	74.922	139.3353	109.6216	237.1209	11811.74	1.9515	0.5026	3.8828	1e-4	0.0031	Up
ENSG00000228057.1	SEC63P1	2.2418	0.3969	1.7906	1.5329	1.9092	3.1402	183.63	0.9788	0.4938	1.9824	0.0474	0.1982	NC
ENSG00000235777.1	DPYD-AS2	1.0305	0.2382	0.8293	1.1204	0.8129	1.702	101.2938	1.2574	0.5365	2.3434	0.0191	0.1146	NC
ENSG00000270911.1	AC114878.2	3.6339	0.7258	2.5445	5.9285	3.3784	5.8974	419.8995	1.7304	0.5851	2.9576	0.0031	0.0357	NC
ENSG00000156869.13	FRRS1	0.922	0.6918	1.244	2.0193	2.7967	8.2972	263.9145	2.3255	0.4311	5.3942	0	0	Up
ENSG00000162688.17	AGL	30.8698	18.2479	30.8547	11.6108	21.62	25.0873	2284.2019	-0.2012	0.227	-0.886	0.3756	0.6256	NC
ENSG00000117620.15	SLC35A3	33.5816	25.665	40.3919	11.4815	25.8859	28.5338	2727.0226	-0.3997	0.2696	-1.4825	0.1382	0.3634	NC
ENSG00000283761.1	AC118553.2	2.4949	1.8259	3.7131	1.0035	2.0807	2.3232	220.1849	-0.3282	0.3149	-1.0425	0.2972	0.5526	NC
ENSG00000156875.14	MFSD14A	4.4293	2.7672	3.6566	2.3455	5.116	3.4295	374.542	0.2878	0.3711	0.7754	0.4381	0.6763	NC
ENSG00000156876.10	SASS6	5.035	4.2076	6.8796	1.5945	3.7363	4.4592	423.7578	-0.5442	0.3068	-1.7737	0.0761	0.2587	NC
ENSG00000122435.10	TRMT13	16.5693	11.8515	17.152	4.6788	11.4924	11.8799	1208.8252	-0.511	0.2777	-1.8405	0.0657	0.2379	NC
ENSG00000122477.12	LRRC39	1.7717	0.9867	1.734	0.5787	1.1709	1.5148	126.2283	-0.2338	0.2912	-0.8028	0.4221	0.6645	NC
ENSG00000137992.14	DBT	15.5117	14.7888	19.4326	6.4272	12.5067	15.7349	1415.415	-0.3526	0.3105	-1.1356	0.2561	0.5101	NC
ENSG00000224616.3	RTCA-AS1	6.2282	5.4324	5.5791	3.6445	5.116	8.3993	590.2647	0.1676	0.3466	0.4835	0.6287	0.809	NC
ENSG00000137996.12	RTCA	25.3647	14.7208	27.7259	16.4311	23.7306	36.7459	2432.5255	0.4489	0.2536	1.7702	0.0767	0.2599	NC
ENSG00000079335.20	CDC14A	47.2402	36.5978	46.3103	11.1737	30.3083	25.0873	3251.7267	-0.782	0.3296	-2.3726	0.0177	0.1092	NC
ENSG00000162694.14	EXTL2	3.0463	1.9167	2.6576	1.065	2.6102	3.3189	239.4806	0.0413	0.2979	0.1386	0.8898	0.9542	NC
ENSG00000162695.12	SLC30A7	53.2153	28.4549	59.5418	23.5909	42.293	53.4594	4284.1119	0.0294	0.234	0.1255	0.9001	0.9591	NC
ENSG00000117543.21	DPH5	15.1411	18.1572	14.1551	7.997	13.2748	19.4027	1529.5149	-0.122	0.4125	-0.2959	0.7673	0.8912	NC
ENSG00000233184.7	AC093157.1	8.6236	8.3924	7.3697	3.6199	9.8368	7.1654	775.4326	-0.0933	0.4166	-0.2239	0.8228	0.9209	NC
ENSG00000170989.9	S1PR1	36.0042	27.7177	36.4149	5.9593	24.9164	14.0839	2372.5011	-0.989	0.4335	-2.2815	0.0225	0.1265	NC
ENSG00000183298.5	RPSAP19	11.236	6.6232	4.2974	2.5549	8.5615	7.4973	677.3387	-0.126	0.4792	-0.2629	0.7926	0.9051	NC
ENSG00000185946.16	RNPC3	53.7215	38.1856	48.4025	18.4135	39.7648	54.8721	4178.4389	-0.1582	0.275	-0.5753	0.5651	0.7664	NC
ENSG00000240038.6	AMY2B	43.4979	25.0639	26.9154	12.645	29.2568	46.2941	2990.8959	0.0113	0.3441	0.033	0.9737	0.9897	NC
ENSG00000243480.7	AMY2A	5.6316	1.5991	2.3372	1.5391	3.6841	5.8123	327.2592	0.4129	0.446	0.9258	0.3545	0.6072	NC
ENSG00000237763.9	AMY1A	5.1615	2.427	2.7895	0.9973	3.0204	5.1826	309.3667	-0.0793	0.4285	-0.185	0.8532	0.9365	NC
ENSG00000174876.16	AMY1B	1.9164	1.3383	1.3948	0.2339	0.9248	1.9147	121.7853	-0.6101	0.5216	-1.1696	0.2422	0.495	NC
ENSG00000187733.6	AMY1C	5.5683	2.427	2.7895	1.0958	3.2665	5.6336	327.8141	-0.0057	0.4367	-0.0132	0.9895	0.9958	NC
ENSG00000198890.9	PRMT6	4.8452	4.2416	5.6922	1.7176	4.4597	2.8593	401.8116	-0.4843	0.3935	-1.2307	0.2184	0.4683	NC
ENSG00000134215.16	VAV3	63.692	15.2652	52.3983	44.3315	35.4393	79.1764	4904.5022	0.7103	0.4755	1.494	0.1352	0.3593	NC
ENSG00000226822.3	LINC02785	1.7989	0.0907	1.4136	4.0447	3.0651	8.5014	335.4493	2.725	0.7416	3.6745	2e-4	0.0058	Up
ENSG00000085491.17	SLC25A24	18.8021	7.8821	28.5175	22.1257	21.4411	37.8011	2357.7897	0.9687	0.4234	2.2876	0.0222	0.1251	NC
ENSG00000162636.16	FAM102B	52.4921	16.2972	55.1124	24.5882	42.5913	43.69	3847.6484	0.2243	0.36870000000000003	0.6082	0.543	0.7509	NC
ENSG00000162639.16	HENMT1	17.5908	10.672	18.1509	4.6111	12.7453	15.837	1278.7533	-0.3182	0.2848	-1.1173	0.2639	0.5188	NC
ENSG00000134186.12	PRPF38B	128.7219	83.7429	144.9246	48.1484	73.6678	107.1146	9658.5484	-0.3924	0.2447	-1.6037	0.1088	0.3185	NC
ENSG00000116266.11	STXBP3	53.6492	27.5816	49.5899	28.0357	31.6582	54.4806	4114.592	0.1145	0.3061	0.374	0.7084	0.8578	NC
ENSG00000121957.14	GPSM2	11.7875	6.8387	10.4608	4.2848	6.4883	12.3564	853.5731	-0.1313	0.2863	-0.4587	0.6464	0.8209	NC
ENSG00000121940.15	CLCC1	11.0733	5.9768	11.309	4.4695	8.4869	14.135	898.5621	0.1352	0.2638	0.5126	0.6082	0.7959	NC
ENSG00000085433.15	WDR47	26.7026	7.3264	19.6399	10.8104	14.1996	25.9213	1693.2086	0.2587	0.3818	0.6775	0.4981	0.7213	NC
ENSG00000244716.3	BX679664.3	59.3712	42.3251	40.9008	13.747	37.6542	67.5689	4229.4524	-0.2169	0.403	-0.5383	0.5904	0.7843	NC
ENSG00000197780.10	TAF13	26.5399	6.0448	18.2452	9.4684	8.0917	13.0883	1330.0745	-0.2442	0.4805	-0.5083	0.6113	0.7983	NC
ENSG00000215717.6	TMEM167B	99.3075	36.5752	72.5471	53.0364	65.852	97.9579	7153.8802	0.4088	0.3301	1.2386	0.2155	0.465	NC
ENSG00000116299.17	KIAA1324	8.3886	6.8727	6.6158	1.5637	5.8245	2.3913	532.0999	-0.9739	0.5064	-1.9233	0.0544	0.2143	NC
ENSG00000031698.13	SARS	69.1519	53.3714	75.6006	42.5277	67.5375	94.7411	6839.9553	0.2645	0.268	0.987	0.3236	0.5793	NC
ENSG00000143126.8	CELSR2	12.2665	6.0902	10.7812	3.3182	10.948	10.9523	873.0973	-0.0188	0.3251	-0.058	0.9538	0.9812	NC
ENSG00000134222.16	PSRC1	4.0135	0.61240000000000006	2.8649	1.3421	2.7221	10.1779	325.0367	1.0955	0.6319	1.7335	0.083	0.2719	NC
ENSG00000134243.12	SORT1	36.6008	4.1962	39.3176	73.7154	90.1942	120.0667	6524.1209	2.3259	0.6003	3.8748	1e-4	0.0032	Up
ENSG00000143106.13	PSMA5	41.3465	26.7537	42.2768	28.9961	60.6465	66.82	4522.1808	0.7293	0.2374	3.0716	0.0021	0.0276	NC
ENSG00000162650.16	ATXN7L2	14.8789	7.1903	12.1383	3.5399	10.508	9.7864	934.2952	-0.3043	0.3111	-0.9784	0.3279	0.5835	NC
ENSG00000174151.14	CYB561D1	58.8288	24.5762	53.7554	11.346	29.5924	31.5889	3302.0637	-0.6712	0.2899	-2.3155	0.0206	0.1204	NC
ENSG00000181754.7	AMIGO1	11.1728	17.3519	8.7079	1.5329	10.5229	5.6761	956.8527	-1.1244	0.6428	-1.7492	0.0803	0.2668	NC
ENSG00000065135.11	GNAI3	93.0432	29.9746	69.0225	47.3173	58.2526	84.6739	6391.4926	0.3637	0.3547	1.0254	0.3052	0.5606	NC
ENSG00000116337.18	AMPD2	505.6945	48.1431	170.7657	57.6414	113.3207	135.2484	15400.9084	-0.8416	0.6098	-1.38	0.1676	0.4047	NC
ENSG00000168765.17	GSTM4	12.9897	5.8747	9.2357	4.8512	3.1248	4.9358	695.4003	-0.6427	0.4843	-1.327	0.1845	0.4271	NC
ENSG00000213366.13	GSTM2	35.6335	29.2148	25.2756	2.875	11.8653	11.9565	1909.5174	-1.7046	0.4378	-3.8935	1e-4	0.003	Down
ENSG00000134184.13	GSTM1	7.34	4.6158	6.2199	0.0739	0.2088	0.2127	290.8415	-5.011	0.3626	-13.8205	0	0	Down
ENSG00000134202.11	GSTM3	3.4621	1.2589	3.2608	2.481	2.2299	2.0509	259.835	0.2979	0.4945	0.6024	0.5469	0.7537	NC
ENSG00000184371.14	CSF1	44.438	6.0108	28.3102	5.633	12.089	2.8849	1505.032	-1.363	0.697	-1.9555	0.0505	0.2051	NC
ENSG00000168710.18	AHCYL1	50.0153	23.1699	55.9983	37.5534	55.5603	99.5407	5345.4827	0.8453	0.2923	2.8921	0.0038	0.0408	NC
ENSG00000143093.15	STRIP1	69.8208	25.8464	53.6423	25.6163	43.7771	51.5106	4426.2599	0.019	0.2939	0.0648	0.9483	0.9785	NC
ENSG00000258634.3	AL160006.1	5.8937	3.459	4.6555	1.6745	3.2367	3.872	375.051	-0.4501	0.2719	-1.6554	0.0978	0.301	NC
ENSG00000116396.14	KCNC4	15.4032	8.2563	14.7771	3.9647	8.5764	7.8717	955.9574	-0.6385	0.2717	-2.3502	0.0188	0.1132	NC
ENSG00000162775.16	RBM15	54.0379	18.9057	47.9312	15.4646	34.9769	45.0261	3431.4249	-0.0749	0.3096	-0.2421	0.8087	0.9142	NC
ENSG00000224699.9	LAMTOR5-AS1	5.2519	2.2682	4.2974	1.7114	3.6692	5.174	360.2514	0.061	0.2852	0.2138	0.8307	0.92490000000000006	NC
ENSG00000168679.18	SLC16A4	1.609	1.3383	4.0524	0.7634	1.3126	1.7956	174.4734	-0.5754	0.4379	-1.3138	0.1889	0.4335	NC
ENSG00000273373.1	AL355488.1	5.1435	5.2963	9.0095	1.6622	3.6916	6.4761	505.6995	-0.6107	0.3868	-1.5791	0.1143	0.3274	NC
ENSG00000134248.13	LAMTOR5	49.9611	15.7188	28.4986	26.4905	41.1072	58.7271	3684.8493	0.7394	0.3513	2.1047	0.0353	0.1664	NC
ENSG00000177301.15	KCNA2	3.67	1.6104	2.6199	0.3386	2.0211	2.6126	197.7298	-0.5841	0.5065	-1.1533	0.2488	0.5021	NC
ENSG00000259834.1	AL365361.1	44.8538	44.1397	47.4412	9.2837	22.6119	16.4582	3105.5168	-1.3095	0.387	-3.3838	7e-4	0.0127	NC
ENSG00000177272.9	KCNA3	50.4311	20.7883	42.8422	9.77	29.5327	24.0831	2814.5678	-0.5876	0.3356	-1.7511	0.0799	0.266	NC
ENSG00000143119.14	CD53	504.6097	149.4761	293.3173	273.9857	372.5599	521.0038	35619.497	0.6615	0.371	1.7828	0.0746	0.2562	NC
ENSG00000261654.1	AL360270.2	2.1966	4.4117	3.8074	0.905	1.1485	2.3147	257.7793	-1.1903	0.526	-2.2628	0.0237	0.1302	NC
ENSG00000121931.16	LRIF1	6.7434	5.8747	7.3697	2.7826	3.8631	5.7697	547.5701	-0.4732	0.3233	-1.4638	0.1433	0.3713	NC
ENSG00000156171.14	DRAM2	52.4198	23.1473	46.9511	31.945	57.559	90.9627	5000.8271	0.8009	0.2595	3.0862	0.002	0.0267	NC
ENSG00000134255.14	CEPT1	48.4877	35.1915	47.0265	27.6294	43.2103	67.203	4536.8107	0.2795	0.2701	1.0348	0.3008	0.5565	NC
ENSG00000162777.17	DENND2D	111.0588	79.7509	96.5222	36.7531	81.3492	86.1801	8198.3972	-0.303	0.2844	-1.0655	0.2866	0.5424	NC
ENSG00000064886.14	CHI3L2	4.2124	11.3411	3.355	2.3148	6.4808	4.306	597.6967	-0.58	0.6908	-0.8396	0.4011	0.6486	NC
ENSG00000085465.13	OVGP1	6.3999	6.283	4.1843	1.4098	4.8475	4.323	464.7962	-0.618	0.4683	-1.3197	0.1869	0.4303	NC
ENSG00000260948.1	AL390195.2	2.6938	1.5311	2.6011	0.6464	1.9465	1.9828	183.3586	-0.3866	0.3261	-1.1854	0.2359	0.4886	NC
ENSG00000116455.14	WDR77	12.4021	8.3584	9.8954	6.8335	12.9392	16.705	1135.9063	0.4425	0.2785	1.5888	0.1121	0.324	NC
ENSG00000116459.11	ATP5PB	65.0028	35.838	66.2518	57.5121	89.6572	147.8687	7806.5831	1.0606	0.2446	4.3364	0	7e-4	Up
ENSG00000143110.11	C1orf162	74.3857	32.1408	84.9682	121.5067	93.9752	275.0071	11858.8195	1.686	0.4296	3.925	1e-4	0.0027	Up
ENSG00000121933.19	TMIGD3	0.3706	0.068	0.5089	11.9063	0.5593	16.3391	614.9523	5.5272	0.9725	5.6837	0	0	Up
ENSG00000282608.1	ADORA3	0.2983	0.2495	0.1508	1.2682	0.2834	3.0466	96.4886	2.879	0.785	3.6676	2e-4	0.0059	Up
ENSG00000116473.14	RAP1A	128.7581	70.1789	128.8093	68.2794	77.6502	128.5766	10125.9832	0.0582	0.3022	0.1925	0.8473	0.9334	NC
ENSG00000231346.5	LINC01160	1.0395	0.068	0.9613	0.9665	0.5742	1.8296	91.9697	1.2113	0.7588	1.5963	0.1104	0.3213	NC
ENSG00000197852.12	INKA2	168.8029	8.8234	43.1249	27.9003	16.9067	33.9717	4569.6773	-0.8678	0.7874	-1.1022	0.2704	0.5256	NC
ENSG00000064703.12	DDX20	26.0517	12.7701	19.3949	8.4341	16.7128	24.3214	1752.169	-0.0254	0.2639	-0.0963	0.9233	0.9675	NC
ENSG00000171385.9	KCND3	2.7118	0.2495	3.3738	0.3386	0.4848	0.6723	112.7459	-1.6188	0.6803	-2.3797	0.0173	0.1082	NC
ENSG00000143079.15	CTTNBP2NL	1.0757	0.2268	2.111	2.4687	2.2746	5.7442	238.7948	2.0382	0.6122	3.3291	9e-4	0.0146	NC
ENSG00000134245.18	WNT2B	1.9706	0.9867	2.356	1.2128	1.7824	3.5827	194.4624	0.5497	0.3413	1.6105	0.1073	0.3162	NC
ENSG00000007341.19	ST7L	11.227	5.852	9.6503	4.9004	6.1377	9.5311	789.938	-0.0802	0.2923	-0.2742	0.7839	0.9	NC
ENSG00000116489.13	CAPZA1	138.1049	53.3147	134.3696	114.0207	121.6062	199.8388	13063.4243	0.7987	0.3532	2.2615	0.0237	0.1306	NC
ENSG00000155363.18	MOV10	54.3362	33.4904	44.8967	21.5778	58.8268	30.5251	4138.3531	0.0151	0.4103	0.0368	0.9707	0.9884	NC
ENSG00000155366.16	RHOC	24.3794	12.566	25.5395	7.4368	13.2226	15.8455	1604.9597	-0.4917	0.2386	-2.0608	0.0393	0.1772	NC
ENSG00000155380.11	SLC16A1	5.5954	3.0961	6.1069	5.4052	10.6944	10.0502	707.395	1.1161	0.2798	3.9896	1e-4	0.0022	Up
ENSG00000226419.8	SLC16A1-AS1	4.8903	5.784	7.9917	1.5206	4.8699	3.4976	476.8176	-0.7658	0.4317	-1.774	0.0761	0.2587	NC
ENSG00000198799.12	LRIG2	29.1251	16.6261	31.0809	11.1983	22.4553	31.9974	2318.5542	-0.0134	0.2326	-0.0577	0.954	0.9812	NC
ENSG00000081026.19	MAGI3	1.9887	1.5084	3.0346	0.9234	2.0583	2.3658	195.1011	-0.0666	0.3252	-0.2047	0.8378	0.9285	NC
ENSG00000116793.16	PHTF1	25.5094	6.4418	19.6399	16.1726	15.5867	22.1343	1802.3817	0.5375	0.449	1.1971	0.2313	0.4835	NC
ENSG00000081019.13	RSBN1	44.1758	37.4031	48.7606	13.3899	24.6255	27.3935	3267.2245	-0.7841	0.293	-2.6762	0.0074	0.0626	NC
ENSG00000134242.16	PTPN22	73.8253	29.3395	74.3566	21.8979	45.4625	77.8234	5082.6125	-0.0681	0.3177	-0.2143	0.8303	0.9248	NC
ENSG00000226167.1	AP4B1-AS1	3.7604	1.3156	3.2231	0.9173	2.3194	2.4679	221.6352	-0.269	0.3424	-0.7858	0.432	0.6719	NC
ENSG00000188761.13	BCL2L15	1.6723	1.6445	2.5445	0.511	2.1628	2.4424	177.3291	-0.121	0.4483	-0.2698	0.7873	0.9019	NC
ENSG00000134262.13	AP4B1	34.0878	20.1078	25.8033	10.8289	25.595	33.9632	2460.389	-0.0222	0.2849	-0.0778	0.938	0.9738	NC
ENSG00000118655.7	DCLRE1B	10.2688	4.4911	9.0283	5.8916	7.5622	14.7732	862.2583	0.5205	0.3117	1.6698	0.095	0.2951	NC
