Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000135968.20	GCC2	102.0026	82.8008	118.122	121.0167	119.7561	652.016	0.9201	0.0813	11.3213	0	0	NC
ENSG00000169756.16	LIMS1	147.2918	119.7969	118.4437	143.6677	105.6639	879.5748	1.4298	0.1439	9.9362	0	0	NC
ENSG00000153201.16	RANBP2	124.8512	89.8476	217.1609	251.3028	216.362	887.6445	0.1831	0.119	1.538	0.124	0.2118	NC
ENSG00000163006.12	CCDC138	8.9762	0.7047	2.3198	2.2274	1.5533	24.585	2.3747	0.8399	2.8274	0.0047	0.0135	NC
ENSG00000186522.15	SEPTIN10	29.7848	41.2242	91.487	103.66	101.6963	338.6875	-0.1548	0.2835	-0.546	0.5851	0.7419	NC
ENSG00000198142.5	SOWAHC	19.9925	11.275	77.653	78.4904	87.2859	209.2085	-1.088	0.2146	-5.0705	0	0	NC
ENSG00000175701.10	MTLN	26.1127	14.0937	11.548	4.9688	9.2451	107.5002	2.4226	0.4213	5.7496	0	0	NC
ENSG00000169679.15	BUB1	6.9362	1.4094	10.8707	10.0233	9.0018	33.3008	-0.0772	0.4645	-0.1661	0.8681	0.9265	NC
ENSG00000172965.16	MIR4435-2HG	10.6083	7.0469	9.4315	6.3567	7.1116	59.9623	1.5357	0.3518	4.3655	0	1e-4	NC
ENSG00000153094.23	BCL2L11	12.2403	10.5703	34.4071	41.5668	47.4795	123.2532	-0.5445	0.2866	-1.9001	0.0574	0.1118	NC
ENSG00000153107.13	ANAPC1	26.9287	30.3016	33.2218	33.017	28.1845	190.361	1.1473	0.2207	5.1994	0	0	NC
ENSG00000153208.17	MERTK	55.8974	4.9328	1.2361	3.9922	1.8715	143.6976	4.837	0.9173	5.2729	0	0	NC
ENSG00000225496.1	AC104651.1	11.4243	0	0	0.0343	0	19.9309	9.7371	2.5149	3.8717	1e-4	5e-4	NC
ENSG00000153214.11	TMEM87B	12.2403	4.9328	65.6139	74.4468	70.9853	160.8542	-1.6336	0.4324	-3.778	2e-4	7e-4	NC
ENSG00000144161.13	ZC3H8	11.0163	2.1141	7.9922	9.5093	7.2801	40.4667	0.7665	0.6293	1.2181	0.2232	0.347	NC
ENSG00000286545.1	AC092645.2	11.4243	3.5234	1.3715	1.2679	0.9919	40.9229	3.911	0.4858	8.051	0	0	Up
ENSG00000188177.14	ZC3H6	40.393	22.55	21.86	25.2211	26.1633	207.6427	1.6976	0.2573	6.5971	0	0	NC
ENSG00000169629.12	RGPD8	9.7923	0.7047	11.4465	4.3177	8.9457	37.5253	0.5256	0.955	0.5504	0.5821	0.7399	NC
ENSG00000114999.8	TTL	54.6734	38.7578	145.1634	154.0166	129.6937	464.6478	-0.3174	0.1373	-2.3112	0.0208	0.0485	NC
ENSG00000125611.15	CHCHD5	8.1602	6.3422	12.2423	8.2757	11.547	54.5553	0.7445	0.3518	2.1162	0.0343	0.0729	NC
ENSG00000231747.1	AC079922.1	6.5282	6.3422	0.3725	0.634	0.7112	33.3551	4.7711	0.7045	6.7723	0	0	NC
ENSG00000144136.11	SLC20A1	29.7848	29.5969	74.8591	96.104	62.3765	271.4066	-0.0971	0.27	-0.3597	0.7191	0.8333	NC
ENSG00000115008.5	IL1A	26.1127	27.1305	90.9282	56.7303	45.9636	243.8438	0.0738	0.341	0.2163	0.8287	0.9027	NC
ENSG00000125538.12	IL1B	25.2967	41.2242	128.3662	92.7286	96.3439	334.6248	-0.3675	0.3813	-0.9638	0.3351	0.4825	NC
ENSG00000136688.11	IL36G	8.9762	0	0.2371	0.1542	0.0374	18.2199	5.9501	1.5038	3.9567	1e-4	3e-4	NC
ENSG00000136695.14	IL36RN	10.6083	1.4094	0.0677	0	0	25.497	9.0804	1.6783	5.4105	0	0	NC
ENSG00000136689.18	IL1RN	144.0277	54.9656	173.7118	100.6273	178.4645	721.3922	0.6259	0.3806	1.6443	0.1001	0.1772	NC
ENSG00000125637.16	PSD4	4.8961	7.0469	177.9449	139.2643	179.8868	295.2019	-3.3731	0.452	-7.4621	0	0	Down
ENSG00000189223.15	PAX8-AS1	11.4243	6.3422	69.1359	80.1352	85.4519	161.3029	-1.9347	0.3526	-5.487	0	0	NC
ENSG00000136682.15	CBWD2	30.1928	15.8555	16.6617	20.9033	19.6318	142.7531	1.5307	0.2189	6.9919	0	0	NC
ENSG00000240356.6	RPL23AP7	4.4881	9.8656	9.1267	6.9564	7.3549	61.5596	1.5142	0.6457	2.3452	0.019	0.0455	NC
ENSG00000115084.14	SLC35F5	24.8886	18.6742	107.5391	118.8921	99.3944	279.0854	-1.0294	0.1753	-5.8715	0	0	NC
ENSG00000115091.12	ACTR3	283.9753	158.907	579.6206	601.451	601.9246	2055.4905	-0.1364	0.1656	-0.8236	0.4102	0.5666	NC
ENSG00000088205.13	DDX18	143.6197	82.4484	138.7629	139.1615	140.3798	776.6524	0.955	0.1561	6.1201	0	0	NC
ENSG00000125633.11	CCDC93	66.9137	35.2344	137.9332	112.998	99.2447	424.9545	0.0221	0.2473	0.0896	0.9286	0.9611	NC
ENSG00000125629.15	INSIG2	16.3204	3.5234	33.3742	32.9142	28.8582	96.1639	-0.4795	0.4918	-0.9749	0.3296	0.4758	NC
ENSG00000019169.10	MARCO	47.3292	95.4851	2304.9534	2015.7167	1830.3091	3591.1897	-3.452	0.4537	-7.608	0	0	Down
ENSG00000259094.1	AC013457.1	5.7121	11.275	8.6018	19.447	203.5236	175.631	-1.5985	1.1025	-1.4498	0.1471	0.2443	NC
ENSG00000115107.20	STEAP3	10.2003	2.8187	109.1477	117.94970000000001	96.0444	196.7878	-2.836	0.3393	-8.3573	0	0	Down
ENSG00000155368.16	DBI	147.6998	189.9132	150.294	158.814	125.4828	1150.4624	1.6121	0.2689	5.9955	0	0	NC
ENSG00000163075.13	CFAP221	17.1364	4.2281	1.5239	1.148	0.1497	50.9324	4.6728	0.8532	5.4769	0	0	NC
ENSG00000088179.9	PTPN4	22.0326	10.5703	24.3322	26.1977	24.4977	115.3342	0.6291	0.2196	2.864	0.0042	0.0123	NC
ENSG00000115109.14	EPB41L5	8.9762	4.5805	9.7871	9.8006	11.3973	45.7547	0.6048	0.3662	1.6515	0.0986	0.1751	NC
ENSG00000226479.4	TMEM185B	5.7121	14.0937	49.2062	53.2179	49.482	141.1608	-0.8246	0.535	-1.5413	0.1232	0.2107	NC
ENSG00000144118.14	RALB	44.4732	60.9555	189.984	167.8779	188.4956	556.7215	-0.4724	0.2739	-1.7249	0.0845	0.1543	NC
ENSG00000115112.8	TFCP2L1	24.0726	17.6172	27.4139	39.0139	20.4366	144.4561	0.7561	0.3541	2.1352	0.0327	0.0702	NC
ENSG00000074054.18	CLASP1	73.0339	64.4789	51.7969	57.4842	47.5356	427.5306	1.6855	0.1474	11.4324	0	0	NC
ENSG00000155438.12	NIFK	39.577	10.5703	31.8672	31.3893	30.3554	175.9233	0.9628	0.4977	1.9345	0.0531	0.1045	NC
ENSG00000211460.12	TSN	39.577	25.3687	102.8996	108.4233	110.2677	330.7635	-0.4424	0.1384	-3.1961	0.0014	0.0047	NC
ENSG00000136732.16	GYPC	7.3442	32.4156	148.533	129.8235	182.8999	343.5353	-1.6263	0.7121	-2.2838	0.0224	0.0517	NC
ENSG00000163161.13	ERCC3	7.3442	11.9797	81.9878	78.3019	89.775	190.3854	-1.6226	0.4306	-3.7685	2e-4	7e-4	NC
ENSG00000169967.16	MAP3K2	136.6835	107.8172	139.2031	199.507	142.1765	849.52	0.861	0.194	4.4385	0	0	NC
ENSG00000163166.15	IWS1	39.985	39.4625	98.1754	82.0371	94.9028	355.507	0.1228	0.1771	0.6936	0.4879	0.6509	NC
ENSG00000136709.12	WDR33	46.5132	34.5297	97.2441	93.4654	91.7587	357.0481	0.0793	0.1243	0.6379	0.5236	0.6875	NC
ENSG00000144231.11	POLR2D	8.5682	13.0367	31.3592	32.503	31.8713	100.4618	-0.2983	0.36	-0.8286	0.4073	0.5637	NC
ENSG00000144233.9	AMMECR1L	16.7284	5.6375	50.9164	53.9889	50.268	132.4451	-1.0306	0.6128	-1.6817	0.0926	0.1667	NC
ENSG00000136715.18	SAP130	27.7447	32.4156	49.9174	47.2553	46.0572	223.3718	0.6179	0.2395	2.5794	0.0099	0.0261	NC
ENSG00000136731.13	UGGT1	37.129	19.0266	191.7789	205.4525	189.1132	452.1648	-1.5106	0.1789	-8.4442	0	0	NC
ENSG00000152076.18	CCDC74B	2.8561	6.3422	0.508	0.2399	0.0749	24.1199	5.3888	0.8204	6.5685	0	0	NC
ENSG00000136699.19	SMPD4	11.4243	3.5234	58.7223	53.3378	58.1095	125.6143	-1.6759	0.2827	-5.9289	0	0	NC
ENSG00000152082.14	MZT2B	15.0964	7.7516	8.6864	5.8427	7.5046	72.9506	1.9486	0.3274	5.9523	0	0	NC
ENSG00000136710.10	CCDC115	8.9762	16.2078	98.2769	89.9358	108.7331	222.4	-1.6191	0.3367	-4.8094	0	0	NC
ENSG00000136718.9	IMP4	21.2165	19.7312	56.1486	53.9546	58.9704	192.1232	-0.1595	0.174	-0.9163	0.3595	0.5102	NC
ENSG00000072135.13	PTPN18	103.6347	33.4727	274.5456	244.6206	271.421	733.4944	-0.7622	0.3941	-1.934	0.0531	0.1046	NC
ENSG00000152102.18	FAM168B	26.9287	17.6172	138.8983	125.3858	137.9843	316.0714	-1.3217	0.1773	-7.4546	0	0	NC
ENSG00000115762.16	PLEKHB2	65.6897	80.3344	588.7981	582.5523	501.2764	1253.659	-1.6	0.2211	-7.2355	0	0	NC
ENSG00000173272.16	MZT2A	10.6083	7.0469	4.8427	4.986	4.136	50.4769	2.1994	0.27	8.1466	0	0	Up
ENSG00000163040.14	CCDC74A	19.5845	8.4562	1.1514	0.7882	0.2246	76.9474	5.6393	0.6403	8.8072	0	0	Up
ENSG00000152127.9	MGAT5	17.5445	40.8719	305.7524	252.6906	276.8109	605.2097	-1.7829	0.502	-3.5519	4e-4	0.0015	NC
ENSG00000082258.13	CCNT2	73.8499	34.5297	83.6302	85.0184	77.4793	365.3514	0.496	0.468	1.0598	0.2893	0.4283	NC
ENSG00000176601.13	MAP3K19	37.537	22.1977	1.0837	0.9595	0.3369	140.0123	6.4129	0.5015	12.7868	0	0	Up
ENSG00000115839.17	RAB3GAP1	39.577	24.6641	134.5636	124.769	140.2488	380.6758	-0.7408	0.1796	-4.1243	0	2e-4	NC
ENSG00000048991.16	R3HDM1	47.7372	25.3687	48.4781	48.9858	51.2037	264.3446	0.8413	0.1853	4.5397	0	0	NC
ENSG00000144224.17	UBXN4	131.3794	59.1937	217.6519	243.9524	214.5841	842.53	0.0592	0.2685	0.2204	0.8256	0.9007	NC
ENSG00000076003.5	MCM6	12.2403	7.7516	66.5621	45.2163	43.7178	132.0768	-1.0869	0.3207	-3.3889	7e-4	0.0025	NC
ENSG00000115866.11	DARS	24.0726	28.1875	96.8377	109.6398	93.0875	303.6977	-0.5461	0.2488	-2.1947	0.0282	0.0628	NC
ENSG00000121966.6	CXCR4	67.7298	41.5766	47.7669	84.9327	83.9547	368.89	0.7887	0.3516	2.243	0.0249	0.0565	NC
ENSG00000150540.14	HNMT	160.3481	204.3593	255.9705	199.9525	292.419	1366.9133	0.9072	0.2779	3.265	0.0011	0.0038	NC
ENSG00000144228.9	SPOPL	33.4569	38.0531	68.2723	80.4436	76.712	303.5724	0.2504	0.2013	1.2439	0.2135	0.3341	NC
ENSG00000115919.15	KYNU	60.3856	70.1164	151.9534	134.8266	126.9239	553.2606	0.2383	0.22	1.0828	0.2789	0.4156	NC
ENSG00000075884.14	ARHGAP15	51.8173	32.4156	39.9779	40.1104	59.7938	282.0815	1.114	0.2484	4.4848	0	0	NC
ENSG00000228655.7	AC079793.1	8.1602	3.1711	0.1185	0.0171	0	24.4293	8.0433	1.0862	7.4048	0	0	Up
ENSG00000121964.14	GTDC1	39.985	35.9391	65.6139	52.8752	67.8599	284.3206	0.5635	0.1978	2.8485	0.0044	0.0128	NC
ENSG00000169554.21	ZEB2	782.1562	441.4866	344.2402	372.1653	374.0718	3640.1133	2.0221	0.1608	12.5769	0	0	Up
ENSG00000279166.1	AC009951.4	31.4168	10.5703	0.2709	0.2913	0.1871	110.993	7.7096	0.5003	15.4099	0	0	Up
ENSG00000238057.9	ZEB2-AS1	12.2403	5.6375	2.3706	3.7866	3.7055	49.8194	2.7119	0.4233	6.4063	0	0	NC
ENSG00000115947.13	ORC4	14.2804	23.607	42.9073	43.7428	39.507	174.9183	0.2769	0.3584	0.7726	0.4397	0.5997	NC
ENSG00000204406.13	MBD5	11.4243	15.5031	15.8151	13.5872	16.6188	90.2359	1.082	0.4221	2.563	0.0104	0.0272	NC
ENSG00000135999.12	EPC2	64.4657	54.9656	43.2629	50.5964	48.7708	380.8443	1.6311	0.141	11.5671	0	0	NC
ENSG00000168288.13	MMADHC	39.169	70.1164	78.1271	84.3673	81.9148	408.6375	0.7353	0.4175	1.7612	0.0782	0.1448	NC
ENSG00000115963.13	RND3	70.9938	61.3078	44.5497	40.059	26.837	416.5053	2.198	0.2539	8.6569	0	0	Up
ENSG00000184898.7	RBM43	39.985	8.1039	26.2456	34.4905	27.0803	156.6047	0.8741	0.7143	1.2236	0.2211	0.3441	NC
ENSG00000123609.11	NMI	77.114	54.2609	64.9874	71.7396	76.9553	449.9692	1.179	0.1319	8.9361	0	0	NC
ENSG00000123610.5	TNFAIP6	19.5845	13.3891	11.3618	6.8364	13.4934	92.9987	1.8452	0.3931	4.6947	0	0	NC
ENSG00000080345.18	RIF1	46.9212	56.375	90.9113	112.2441	93.1811	428.3694	0.4091	0.2368	1.7277	0.084	0.1536	NC
ENSG00000183091.19	NEB	18.3605	2.8187	0.8636	2.0389	0.8796	50.3607	4.2249	0.7463	5.661	0	0	NC
ENSG00000162980.17	ARL5A	26.1127	19.3789	24.6878	33.8052	31.8339	161.9655	0.883	0.2172	4.066	0	2e-4	NC
ENSG00000115145.10	STAM2	35.4969	35.2344	80.0913	78.9701	89.3071	310.1221	0.0722	0.207	0.3489	0.7271	0.8385	NC
ENSG00000157827.20	FMNL2	158.7161	269.5429	450.1707	513.9311	385.3381	1827.3763	0.2675	0.4345	0.6156	0.5382	0.7029	NC
ENSG00000213197.3	AC012066.1	8.1602	5.9898	0.1524	0.0171	0.0561	37.2943	7.8604	0.7051	11.1473	0	0	Up
ENSG00000287085.1	AC012066.2	13.8724	4.2281	0.0339	0.0171	0.0374	50.256	9.6418	0.9156	10.5307	0	0	Up
ENSG00000196504.16	PRPF40A	199.9252	116.9781	192.1853	199.884	197.7969	1140.9524	1.0194	0.215	4.742	0	0	NC
ENSG00000177917.10	ARL6IP6	6.5282	4.2281	35.3553	45.4562	31.3099	87.2008	-1.4958	0.3636	-4.1138	0	2e-4	NC
ENSG00000153234.14	NR4A2	26.9287	25.3687	3.1833	5.1573	6.0075	153.9141	3.8438	0.3342	11.502	0	0	Up
ENSG00000115159.16	GPD2	57.1215	46.157	212.1488	224.7453	192.0702	576.4325	-0.756	0.1504	-5.028	0	0	NC
ENSG00000136542.9	GALNT5	25.2967	13.3891	0	0.0343	0.0749	114.764	10.5665	0.8163	12.9437	0	0	Up
ENSG00000115165.10	CYTIP	37.129	32.4156	57.5371	72.6306	76.6746	294.7183	0.3461	0.2008	1.7232	0.0848	0.1548	NC
ENSG00000115170.14	ACVR1	8.5682	3.8758	46.6155	43.9142	44.7097	100.7898	-1.5942	0.2774	-5.747	0	0	NC
ENSG00000144283.21	PKP4	51.4093	35.5867	20.9795	15.4205	19.0704	239.0894	2.4784	0.2264	10.9491	0	0	Up
ENSG00000115183.15	TANC1	11.4243	1.4094	0.9144	0.9081	1.5159	26.5497	3.5007	0.8735	4.0075	1e-4	3e-4	NC
ENSG00000196151.10	WDSUB1	2.4481	7.0469	34.0007	32.0918	28.7085	75.8206	-1.3509	0.4289	-3.1494	0.0016	0.0054	NC
ENSG00000123636.18	BAZ2B	128.1153	101.1226	93.6205	99.2909	111.9707	718.203	1.4277	0.1432	9.9662	0	0	NC
ENSG00000136536.15	MARCH7	80.7861	31.3586	112.3818	152.8514	145.0773	474.6605	-0.1079	0.3283	-0.3288	0.7423	0.8483	NC
ENSG00000241399.7	CD302	5.7121	23.9594	38.0137	44.4796	70.4051	168.4506	-0.2752	0.716	-0.3843	0.7008	0.8217	NC
ENSG00000153250.20	RBMS1	126.4833	89.8476	161.588	169.1972	173.3553	816.2955	0.656	0.1225	5.3569	0	0	NC
ENSG00000136560.14	TANK	69.3618	32.768	84.697	77.2225	95.3146	372.3652	0.4447	0.2608	1.7049	0.0882	0.1599	NC
ENSG00000115233.12	PSMD14	47.3292	22.55	92.5029	91.7006	78.6397	293.649	-0.1645	0.2933	-0.561	0.5748	0.7338	NC
ENSG00000197635.10	DPP4	22.0326	0	8.0261	9.0981	13.4185	71.882	1.3955	1.5536	0.8982	0.3691	0.5209	NC
ENSG00000115267.8	IFIH1	199.1091	169.4773	132.0745	150.3328	132.688	1144.2644	1.6971	0.1163	14.5955	0	0	NC
ENSG00000115271.11	GCA	41.6171	18.3219	272.8523	242.119	275.2201	560.0859	-1.8792	0.3158	-5.95	0	0	NC
ENSG00000082438.17	COBLL1	46.1052	21.1406	5.1475	5.1744	5.9139	177.1971	3.8994	0.3118	12.5071	0	0	Up
ENSG00000115339.14	GALNT3	6.5282	9.1609	2.269	3.3068	1.703	45.0124	3.0309	0.4396	6.8952	0	0	Up
ENSG00000123607.15	TTC21B	8.1602	14.0937	27.8711	28.7507	27.2488	105.6474	0.0475	0.3266	0.1454	0.8844	0.9354	NC
ENSG00000198648.11	STK39	26.1127	22.55	74.5543	53.8004	72.5199	222.4246	-0.2006	0.2449	-0.819	0.4128	0.5695	NC
ENSG00000172292.14	CERS6	33.0489	26.4258	98.6156	114.66	122.4885	335.9956	-0.5854	0.1895	-3.0897	0.002	0.0064	NC
ENSG00000073737.16	DHRS9	58.3455	31.7109	22.3341	12.6791	18.4902	238.9206	2.5285	0.319	7.9261	0	0	Up
ENSG00000138399.18	FASTKD1	13.4643	4.9328	39.6731	48.249	36.4752	109.8699	-0.9256	0.3348	-2.7642	0.0057	0.0161	NC
ENSG00000138398.16	PPIG	80.7861	42.6336	121.9488	142.0914	135.5514	517.1564	0.1591	0.1781	0.8932	0.3717	0.5237	NC
ENSG00000138385.16	SSB	68.9538	36.2914	159.5561	165.4106	150.2051	514.6901	-0.3078	0.1891	-1.6275	0.1036	0.1823	NC
ENSG00000138382.15	METTL5	28.5607	16.9125	20.9118	20.5949	20.4927	147.8553	1.417	0.1584	8.9452	0	0	NC
ENSG00000144357.16	UBR3	63.6496	66.2406	95.8217	114.9855	99.1137	515.8662	0.6952	0.1944	3.576	3e-4	0.0014	NC
ENSG00000115806.13	GORASP2	21.2165	47.2141	103.9663	104.6709	104.4848	362.1168	-0.1401	0.472	-0.2967	0.7667	0.8645	NC
ENSG00000198586.14	TLK1	99.1466	27.4828	76.9926	91.6835	74.2417	425.8228	0.8345	0.4424	1.8863	0.0593	0.1147	NC
ENSG00000123600.19	METTL8	6.9362	2.1141	27.8203	28.3909	25.7142	66.6868	-1.3319	0.346	-3.8492	1e-4	5e-4	NC
ENSG00000115827.14	DCAF17	11.0163	12.6844	31.3084	37.2148	30.5613	107.2525	-0.2017	0.2763	-0.7298	0.4655	0.6267	NC
ENSG00000233762.3	AC007969.1	20.4005	28.8922	1.016	0.8567	1.048	134.4455	6.0192	0.3188	18.8817	0	0	Up
ENSG00000071967.12	CYBRD1	6.5282	7.0469	3.8268	3.2554	2.9195	38.0908	2.3186	0.3323	6.9766	0	0	Up
ENSG00000077380.15	DYNC1I2	62.0176	56.0226	111.0103	114.0946	114.3475	454.407	0.283	0.2148	1.3177	0.1876	0.2995	NC
ENSG00000115840.14	SLC25A12	16.3204	3.5234	27.0245	26.4205	26.9306	90.4358	-0.1995	0.5119	-0.3898	0.6967	0.8201	NC
ENSG00000128708.13	HAT1	59.5695	16.9125	70.3212	67.2505	70.4051	286.0502	0.3104	0.5101	0.6086	0.5428	0.7077	NC
ENSG00000152256.13	PDK1	19.5845	3.5234	18.3888	18.2476	21.7279	80.259	0.3444	0.5945	0.5793	0.5624	0.7238	NC
ENSG00000091436.17	MAP3K20	31.4168	11.9797	15.0023	32.2631	20.5489	146.7316	1.2399	0.4812	2.5766	0.01	0.0263	NC
ENSG00000172845.15	SP3	161.1642	77.5156	108.7752	131.5198	125.5951	750.9637	1.156	0.2587	4.4686	0	0	NC
ENSG00000138430.16	OLA1	90.5783	31.7109	51.6784	55.0512	57.6229	390.0267	1.4155	0.3641	3.8874	1e-4	4e-4	NC
ENSG00000138433.16	CIR1	55.4894	34.882	50.7979	57.4328	55.19	318.8475	1.0214	0.1482	6.8922	0	0	NC
ENSG00000144306.15	SCRN3	9.7923	11.275	32.1381	29.3332	27.3049	106.7873	-0.1371	0.2637	-0.5198	0.6032	0.7547	NC
ENSG00000163328.13	GPR155	17.1364	3.5234	9.6347	12.7133	21.5595	68.9397	0.6252	0.6228	1.0039	0.3154	0.4597	NC
ENSG00000115935.17	WIPF1	257.4547	176.1718	325.0048	362.2105	353.9908	1645.6791	0.6099	0.0884	6.8971	0	0	NC
ENSG00000235655.3	H3F3AP4	43.6571	22.9023	2.0827	1.6963	1.4036	161.4345	5.4922	0.2699	20.3456	0	0	Up
ENSG00000115966.17	ATF2	62.4256	30.3016	71.1001	85.0526	74.4288	342.2649	0.4987	0.2231	2.2356	0.0254	0.0574	NC
ENSG00000154518.9	ATP5MC3	90.5783	97.5992	206.9336	201.9229	208.6328	793.0659	0.1528	0.1807	0.8458	0.3977	0.5533	NC
ENSG00000144320.14	LNPK	22.0326	26.4258	69.119	86.3891	62.9754	233.1516	-0.314	0.3156	-0.995	0.3197	0.4646	NC
ENSG00000218175.2	AC016739.1	6.1202	14.4461	0.1524	0.6854	0.3743	60.1517	6.1331	0.7429	8.2557	0	0	Up
ENSG00000128654.14	MTX2	27.7447	9.8656	40.2827	33.9422	35.4084	140.9129	0.1973	0.3663	0.5385	0.5902	0.7455	NC
ENSG00000170144.20	HNRNPA3	146.8838	111.3406	285.1623	270.647	261.9887	1069.3511	0.201	0.0934	2.1519	0.0314	0.0683	NC
ENSG00000116044.16	NFE2L2	262.3508	150.0984	213.9945	191.574	171.0347	1320.744	1.3558	0.1656	8.186	0	0	NC
ENSG00000018510.16	AGPS	45.6972	69.4117	288.9552	330.3928	241.9639	759.4614	-0.9442	0.3339	-2.8274	0.0047	0.0135	NC
ENSG00000196659.10	TTC30B	0	9.1609	8.3309	7.2819	9.8814	46.3168	0.8728	1.4733	0.5924	0.5536	0.717	NC
ENSG00000197557.7	TTC30A	10.6083	7.7516	6.8577	6.8707	7.5234	51.8495	1.6278	0.2784	5.8471	0	0	NC
ENSG00000155636.15	RBM45	10.6083	3.5234	15.9844	14.3582	14.5227	66.9095	0.3846	0.5724	0.6719	0.5017	0.6655	NC
ENSG00000079156.17	OSBPL6	8.1602	10.5703	1.5239	0.7882	0.524	46.336	4.5456	0.5967	7.6176	0	0	Up
ENSG00000223960.7	CHROMR	25.2967	17.2648	41.8574	52.7381	37.8226	166.3587	0.1669	0.2676	0.6238	0.5328	0.6975	NC
ENSG00000180228.13	PRKRA	8.9762	5.2852	11.5819	13.1074	14.1297	52.2227	0.3893	0.3143	1.2388	0.2154	0.3367	NC
ENSG00000116095.11	PLEKHA3	37.537	21.1406	23.4348	27.5342	25.658	184.335	1.4632	0.1856	7.8822	0	0	NC
ENSG00000155657.26	TTN	45.6972	10.5703	31.1222	23.3706	34.061	178.2177	1.1094	0.512	2.1669	0.0302	0.0665	NC
ENSG00000187231.14	SESTD1	53.0414	17.6172	70.626	79.3985	74.7844	284.2331	0.1126	0.3666	0.307	0.7588	0.8594	NC
ENSG00000163510.14	CWC22	13.8724	42.2812	43.0597	41.8067	45.7016	211.9967	0.6757	0.625	1.0812	0.2796	0.4164	NC
ENSG00000226564.1	FTH1P20	17.1364	47.5664	4.3855	3.7181	3.4997	187.8795	4.4912	0.5699	7.8803	0	0	Up
ENSG00000170035.16	UBE2E3	33.4569	31.7109	42.8734	33.531	38.4028	243.4086	1.1628	0.2742	4.2401	0	1e-4	NC
ENSG00000115232.14	ITGA4	31.8248	11.6273	165.4317	84.9498	165.1395	318.5522	-1.4869	0.4339	-3.4268	6e-4	0.0022	NC
ENSG00000188452.14	CERKL	7.3442	2.1141	0.6942	0.2399	0.393	26.4044	4.745	0.6748	7.0321	0	0	Up
ENSG00000138434.17	ITPRID2	59.5695	35.9391	161.2324	177.6099	169.9867	514.0574	-0.5293	0.1705	-3.1038	0.0019	0.0061	NC
ENSG00000077232.18	DNAJC10	51.4093	21.1406	135.5965	145.1241	132.8003	385.1901	-0.7261	0.2863	-2.5362	0.0112	0.0291	NC
ENSG00000061676.15	NCKAP1	40.8011	12.6844	1.253	1.405	0.5614	141.1626	5.9558	0.542	10.9891	0	0	Up
ENSG00000065548.18	ZC3H15	102.0026	65.5359	82.3941	87.3657	82.1206	550.2076	1.2748	0.099	12.8775	0	0	NC
ENSG00000138448.12	ITGAV	52.2254	14.798400000000001	83.7318	115.7223	94.8467	311.143	-0.3604	0.4545	-0.7929	0.4278	0.5865	NC
ENSG00000003436.16	TFPI	9.7923	1.4094	0.508	0.2913	0.1497	24.6711	5.2388	0.9083	5.7674	0	0	NC
ENSG00000144366.16	GULP1	8.1602	16.9125	0.1863	0.3769	0	70.2617	7.4839	1.0743	6.9664	0	0	Up
ENSG00000115368.10	WDR75	13.0563	28.1875	46.2769	50.0995	44.4664	170.6738	0.0268	0.563	0.0476	0.962	0.98	NC
ENSG00000138449.10	SLC40A1	15.5044	21.1406	1.5239	2.9813	3.0879	106.0438	4.2516	0.4171	10.192	0	0	Up
ENSG00000138381.10	ASNSD1	0	9.1609	23.4348	25.8893	25.4709	62.0986	-1.1405	1.3407	-0.8507	0.3949	0.5501	NC
ENSG00000128694.12	OSGEPL1	6.5282	3.5234	15.2224	17.271	14.4853	49.8828	-0.3632	0.3246	-1.1188	0.2632	0.3967	NC
ENSG00000128699.14	ORMDL1	28.5607	9.1609	105.1855	107.1211	105.6264	260.6701	-1.217	0.4848	-2.5103	0.0121	0.031	NC
ENSG00000198130.16	HIBCH	13.4643	5.2852	29.4966	29.0419	31.366	93.6754	-0.4177	0.2491	-1.677	0.0936	0.1676	NC
ENSG00000151689.13	INPP1	7.3442	4.2281	17.7623	15.0264	15.7017	47.6487	-0.4014	0.5873	-0.6836	0.4942	0.658	NC
ENSG00000151690.15	MFSD6	53.8574	40.1672	133.9201	147.8655	142.1016	471.6604	-0.2797	0.1275	-2.1934	0.0283	0.0629	NC
ENSG00000138386.17	NAB1	34.6809	24.6641	57.9773	67.3533	69.1325	257.3537	0.1751	0.1705	1.027	0.3044	0.4465	NC
ENSG00000115419.12	GLS	62.4256	19.3789	149.024	179.4947	150.9911	458.2269	-0.6758	0.4659	-1.4505	0.1469	0.2441	NC
ENSG00000115415.18	STAT1	435.7553	339.6593	531.1087	638.3745	673.3404	2887.0312	0.5986	0.1316	4.5501	0	0	NC
ENSG00000138378.19	STAT4	8.5682	2.8187	4.9613	6.0311	7.8789	37.0447	1.0779	0.4778	2.2558	0.0241	0.0551	NC
ENSG00000128641.19	MYO1B	24.4806	22.55	1.3038	0.7539	0.2994	122.3057	6.2074	0.4996	12.4246	0	0	Up
ENSG00000173559.13	NABP1	79.9701	114.864	139.3894	142.4169	127.4292	716.8498	0.8313	0.2865	2.9021	0.0037	0.011	NC
ENSG00000196950.14	SLC39A10	33.0489	16.2078	121.3053	159.7221	159.0011	346.1592	-1.343	0.2515	-5.3389	0	0	NC
